
1687787952923 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687787953045 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69011, 'bid': 69001, 'ch': 915, 'chp': 1.34, 'cmd': {'c': 68998, 'h': 68998, 'l': 68994, 'o': 68994, 't': 1687787940, 'tf': '19:29', 'v': 3}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 68998, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 10, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 10976}}], 'message': '', 's': 'ok'}
1687791164537 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791164665 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69224, 'bid': 69212, 'ch': 1117, 'chp': 1.64, 'cmd': {'c': 69200, 'h': 69200, 'l': 69175, 'o': 69175, 't': 1687791120, 'tf': '20:22', 'v': 8}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69200, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 12, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12083}}], 'message': '', 's': 'ok'}

1687791165574 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791165671 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.7, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791120, 'tf': '20:22', 'v': 0}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.05, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4918}}], 'message': '', 's': 'ok'}

1687791166380 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791166476 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5698, 'bid': 5697, 'ch': 24, 'chp': 0.42, 'cmd': {'c': 5699, 'h': 5699, 'l': 5691, 'o': 5691, 't': 1687791120, 'tf': '20:22', 'v': 8}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5699, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 1, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23715}}], 'message': '', 's': 'ok'}

1687791177295 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791177383 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69237, 'bid': 69223, 'ch': 1146, 'chp': 1.68, 'cmd': {'c': 69229, 'h': 69229, 'l': 69175, 'o': 69175, 't': 1687791120, 'tf': '20:22', 'v': 10}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69229, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 14, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12085}}], 'message': '', 's': 'ok'}

1687791178088 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791178176 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.7, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791120, 'tf': '20:22', 'v': 0}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.05, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4918}}], 'message': '', 's': 'ok'}

1687791178912 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791179001 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5698, 'bid': 5696, 'ch': 24, 'chp': 0.42, 'cmd': {'c': 5699, 'h': 5699, 'l': 5691, 'o': 5691, 't': 1687791120, 'tf': '20:22', 'v': 8}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5699, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23715}}], 'message': '', 's': 'ok'}

1687791189812 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791189972 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69245, 'bid': 69234, 'ch': 1153, 'chp': 1.69, 'cmd': {'c': 69236, 'h': 69236, 'l': 69230, 'o': 69230, 't': 1687791180, 'tf': '20:23', 'v': 3}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69236, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 11, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12088}}], 'message': '', 's': 'ok'}

1687791190738 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791190986 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.7, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791180, 'tf': '20:23', 'v': 0}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.05, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4918}}], 'message': '', 's': 'ok'}

1687791191825 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791191921 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5691, 'bid': 5690, 'ch': 16, 'chp': 0.28, 'cmd': {'c': 5691, 'h': 5699, 'l': 5691, 'o': 5699, 't': 1687791180, 'tf': '20:23', 'v': 3}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5691, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 1, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23718}}], 'message': '', 's': 'ok'}

1687791202616 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791202706 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69200, 'bid': 69187, 'ch': 1103, 'chp': 1.62, 'cmd': {'c': 69186, 'h': 69236, 'l': 69186, 'o': 69230, 't': 1687791180, 'tf': '20:23', 'v': 7}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69186, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 13, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12092}}], 'message': '', 's': 'ok'}

1687791203427 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791203523 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.7, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791180, 'tf': '20:23', 'v': 0}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.05, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4918}}], 'message': '', 's': 'ok'}

1687791204213 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791204324 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5688, 'bid': 5686, 'ch': 13, 'chp': 0.23, 'cmd': {'c': 5688, 'h': 5699, 'l': 5686, 'o': 5699, 't': 1687791180, 'tf': '20:23', 'v': 15}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5688, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23730}}], 'message': '', 's': 'ok'}

1687791215143 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791215231 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69199, 'bid': 69185, 'ch': 1104, 'chp': 1.62, 'cmd': {'c': 69187, 'h': 69236, 'l': 69186, 'o': 69230, 't': 1687791180, 'tf': '20:23', 'v': 9}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69187, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 14, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12094}}], 'message': '', 's': 'ok'}

1687791216012 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791216100 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.65, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791180, 'tf': '20:23', 'v': 6}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4924}}], 'message': '', 's': 'ok'}

1687791217005 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791217109 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5688, 'bid': 5686, 'ch': 11, 'chp': 0.19, 'cmd': {'c': 5686, 'h': 5699, 'l': 5686, 'o': 5699, 't': 1687791180, 'tf': '20:23', 'v': 64}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5686, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23779}}], 'message': '', 's': 'ok'}

1687791227885 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791227974 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69198, 'bid': 69183, 'ch': 1104, 'chp': 1.62, 'cmd': {'c': 69187, 'h': 69236, 'l': 69186, 'o': 69230, 't': 1687791180, 'tf': '20:23', 'v': 9}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69187, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 15, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12094}}], 'message': '', 's': 'ok'}

1687791228692 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791228788 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.65, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791180, 'tf': '20:23', 'v': 6}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4924}}], 'message': '', 's': 'ok'}

1687791229524 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791229620 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5690, 'bid': 5688, 'ch': 16, 'chp': 0.28, 'cmd': {'c': 5691, 'h': 5699, 'l': 5686, 'o': 5699, 't': 1687791180, 'tf': '20:23', 'v': 67}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5691, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23782}}], 'message': '', 's': 'ok'}

1687791240344 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791240433 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69173, 'bid': 69158, 'ch': 1104, 'chp': 1.62, 'cmd': {'c': 69187, 'h': 69236, 'l': 69186, 'o': 69230, 't': 1687791180, 'tf': '20:23', 'v': 9}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69187, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 15, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12094}}], 'message': '', 's': 'ok'}

1687791241148 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791241241 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.65, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791180, 'tf': '20:23', 'v': 6}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4924}}], 'message': '', 's': 'ok'}

1687791241925 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791242037 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5689, 'bid': 5687, 'ch': 15, 'chp': 0.26, 'cmd': {'c': 5690, 'h': 5690, 'l': 5690, 'o': 5690, 't': 1687791240, 'tf': '20:24', 'v': 0}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5690, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23783}}], 'message': '', 's': 'ok'}

1687791252893 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791253005 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69202, 'bid': 69187, 'ch': 1110, 'chp': 1.63, 'cmd': {'c': 69193, 'h': 69193, 'l': 69187, 'o': 69187, 't': 1687791240, 'tf': '20:24', 'v': 3}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69193, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 15, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12097}}], 'message': '', 's': 'ok'}

1687791253902 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791253991 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.65, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791240, 'tf': '20:24', 'v': 1}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4925}}], 'message': '', 's': 'ok'}

1687791254725 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791254829 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5688, 'bid': 5686, 'ch': 12, 'chp': 0.21, 'cmd': {'c': 5687, 'h': 5690, 'l': 5686, 'o': 5690, 't': 1687791240, 'tf': '20:24', 'v': 9}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5687, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23792}}], 'message': '', 's': 'ok'}

1687791265606 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791265693 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69214, 'bid': 69199, 'ch': 1110, 'chp': 1.63, 'cmd': {'c': 69193, 'h': 69193, 'l': 69187, 'o': 69187, 't': 1687791240, 'tf': '20:24', 'v': 3}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69193, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 15, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12097}}], 'message': '', 's': 'ok'}

1687791266424 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791266521 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.65, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791240, 'tf': '20:24', 'v': 1}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4925}}], 'message': '', 's': 'ok'}

1687791267273 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791267385 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5690, 'bid': 5688, 'ch': 12, 'chp': 0.21, 'cmd': {'c': 5687, 'h': 5690, 'l': 5686, 'o': 5690, 't': 1687791240, 'tf': '20:24', 'v': 9}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5687, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23792}}], 'message': '', 's': 'ok'}

1687791278105 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791278193 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69214, 'bid': 69200, 'ch': 1110, 'chp': 1.63, 'cmd': {'c': 69193, 'h': 69193, 'l': 69187, 'o': 69187, 't': 1687791240, 'tf': '20:24', 'v': 3}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69193, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 14, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12097}}], 'message': '', 's': 'ok'}

1687791278918 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791279038 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.65, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791240, 'tf': '20:24', 'v': 1}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4925}}], 'message': '', 's': 'ok'}

1687791279775 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791279879 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5688, 'bid': 5687, 'ch': 13, 'chp': 0.23, 'cmd': {'c': 5688, 'h': 5690, 'l': 5686, 'o': 5690, 't': 1687791240, 'tf': '20:24', 'v': 12}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5688, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 1, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23795}}], 'message': '', 's': 'ok'}

1687791290643 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791290731 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69204, 'bid': 69193, 'ch': 1110, 'chp': 1.63, 'cmd': {'c': 69193, 'h': 69193, 'l': 69187, 'o': 69187, 't': 1687791240, 'tf': '20:24', 'v': 3}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69193, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 11, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12097}}], 'message': '', 's': 'ok'}

1687791291519 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791291616 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.75, 'bid': 211.65, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.7, 'o': 211.7, 't': 1687791240, 'tf': '20:24', 'v': 1}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4925}}], 'message': '', 's': 'ok'}

